"2013","서울특별시 동작구","튀니지","외국인주민세대수","1"
"2012","서울특별시 동작구","타이","외국인주민세대수","7"
"2012","서울특별시 동작구","우즈베키스탄","외국인주민세대수","10"
"2012","서울특별시 동작구","캐나다","외국인주민세대수","14"
"2012","서울특별시 동작구","파키스탄","외국인주민세대수","5"
"2012","서울특별시 동작구","무국적","외국인주민세대수","18"
"2012","서울특별시 동작구","인도네시아","외국인주민세대수","2"
"2014","서울특별시 영등포구","중국(한국계)","외국인주민세대수","8099"
"2014","서울특별시 영등포구","방글라데시","외국인주민세대수","4"
"2014","서울특별시 영등포구","인도","외국인주민세대수","5"
"2014","서울특별시 영등포구","말레이시아","외국인주민세대수","4"
"2014","서울특별시 영등포구","스페인","외국인주민세대수","1"
"2013","서울특별시 영등포구","아일랜드","외국인주민세대수","2"
"2013","서울특별시 영등포구","미국","외국인주민세대수","39"
"2013","서울특별시 영등포구","몽골","외국인주민세대수","16"
"2013","서울특별시 영등포구","모로코","외국인주민세대수","1"
"2013","서울특별시 영등포구","파키스탄","외국인주민세대수","6"
"2012","서울특별시 영등포구","이탈리아","외국인주민세대수","2"
"2012","서울특별시 관악구","필리핀","외국인주민세대수","80"
"2012","서울특별시 관악구","캄보디아","외국인주민세대수","41"
"2012","서울특별시 관악구","홍콩","외국인주민세대수","2"
"2012","서울특별시 관악구","모로코","외국인주민세대수","2"
"2012","서울특별시 관악구","헝가리","외국인주민세대수","1"
"2013","서울특별시 관악구","몽골","외국인주민세대수","27"
"2013","서울특별시 관악구","미국","외국인주민세대수","26"
"2012","서울특별시 강동구","미국","외국인주민세대수","23"
"2012","서울특별시 강동구","오스트레일리아","외국인주민세대수","8"
"2012","서울특별시 강동구","일본","외국인주민세대수","120"
"2012","서울특별시 강동구","과테말라","외국인주민세대수","3"
"2014","서울특별시 강동구","중국(한국계)","외국인주민세대수","920"
"2012","서울특별시 강동구","영국","외국인주민세대수","8"
"2012","서울특별시 강동구","방글라데시","외국인주민세대수","3"
"2012","서울특별시 강동구","뉴질랜드","외국인주민세대수","2"
"2013","서울특별시 강동구","키르기스스탄","외국인주민세대수","7"
"2012","서울특별시 강동구","페루","외국인주민세대수","3"
"2013","서울특별시 강동구","네팔","외국인주민세대수","3"
"2012","서울특별시 강동구","홍콩","외국인주민세대수","1"
"2012","서울특별시 강동구","카자흐스탄","외국인주민세대수","1"
"2012","서울특별시 강동구","이탈리아","외국인주민세대수","1"
"2013","서울특별시 송파구","미국","외국인주민세대수","69"
"2013","서울특별시 송파구","중국(한국계)","외국인주민세대수","1293"
"2014","서울특별시 송파구","캄보디아","외국인주민세대수","15"
"2014","서울특별시 관악구","베트남","외국인주민세대수","262"
"2014","서울특별시 관악구","타이완","외국인주민세대수","24"
"2014","서울특별시 관악구","우즈베키스탄","외국인주민세대수","20"
"2013","서울특별시 송파구","캄보디아","외국인주민세대수","12"
"2014","서울특별시 관악구","독일","외국인주민세대수","5"
"2014","서울특별시 관악구","핀란드","외국인주민세대수","1"
"2014","서울특별시 관악구","아이슬란드","외국인주민세대수","1"
"2013","서울특별시 송파구","무국적","외국인주민세대수","7"
"2012","서울특별시 송파구","캐나다","외국인주민세대수","22"
"2012","서울특별시 송파구","타이완","외국인주민세대수","32"
"2012","서울특별시 송파구","터키","외국인주민세대수","1"
"2013","서울특별시 송파구","홍콩","외국인주민세대수","4"
"2013","서울특별시 송파구","알제리","외국인주민세대수","1"
"2013","서울특별시 송파구","스리랑카","외국인주민세대수","3"
"2014","서울특별시 강동구","독일","외국인주민세대수","1"
"2012","서울특별시 송파구","홍콩","외국인주민세대수","3"
"2012","서울특별시 송파구","말레이시아","외국인주민세대수","1"
"2014","서울특별시 송파구","라오스","외국인주민세대수","4"
"2014","서울특별시 송파구","몽골","외국인주민세대수","21"
"2014","서울특별시 송파구","독일","외국인주민세대수","3"
"2014","서울특별시 송파구","미얀마","외국인주민세대수","2"
"2014","서울특별시 송파구","네팔","외국인주민세대수","3"
"2013","서울특별시 관악구","네덜란드","외국인주민세대수","3"
"2013","서울특별시 강동구","방글라데시","외국인주민세대수","2"
"2013","서울특별시 관악구","아이슬란드","외국인주민세대수","1"
"2014","서울특별시 관악구","이란","외국인주민세대수","3"
"2014","서울특별시 관악구","브라질","외국인주민세대수","2"
"2014","서울특별시 관악구","남아프리카공화국","외국인주민세대수","1"
"2014","서울특별시 관악구","콜롬비아","외국인주민세대수","1"
"2014","서울특별시 송파구","핀란드","외국인주민세대수","1"
"2014","서울특별시 송파구","에콰도르","외국인주민세대수","2"
"2014","서울특별시 송파구","스리랑카","외국인주민세대수","3"
"2014","서울특별시 송파구","노르웨이","외국인주민세대수","1"
"2014","서울특별시 송파구","우크라이나","외국인주민세대수","1"
"2014","서울특별시 송파구","인도","외국인주민세대수","2"
"2012","서울특별시 서초구","일본","외국인주민세대수","79"
"2012","서울특별시 서초구","캐나다","외국인주민세대수","16"
"2012","서울특별시 서초구","콜롬비아","외국인주민세대수","2"
"2012","서울특별시 서초구","미국","외국인주민세대수","75"
"2012","서울특별시 서초구","베트남","외국인주민세대수","43"
"2012","서울특별시 서초구","몽골","외국인주민세대수","6"
"2012","서울특별시 서초구","모로코","외국인주민세대수","1"
"2012","서울특별시 서초구","방글라데시","외국인주민세대수","3"
"2012","서울특별시 서초구","파키스탄","외국인주민세대수","3"
"2012","서울특별시 서초구","헝가리","외국인주민세대수","1"
"2012","서울특별시 서초구","인도","외국인주민세대수","2"
"2012","서울특별시 서초구","싱가포르","외국인주민세대수","1"
"2012","서울특별시 서초구","스위스","외국인주민세대수","1"
"2014","서울특별시 서초구","캄보디아","외국인주민세대수","10"
"2014","서울특별시 서초구","스페인","외국인주민세대수","1"
"2014","서울특별시 서초구","콜롬비아","외국인주민세대수","2"
"2014","서울특별시 서초구","싱가포르","외국인주민세대수","1"
"2014","서울특별시 서초구","러시아(연방)","외국인주민세대수","16"
"2014","서울특별시 서초구","방글라데시","외국인주민세대수","1"
"2014","서울특별시 서초구","오스트레일리아","외국인주민세대수","5"
"2014","서울특별시 서초구","뉴질랜드","외국인주민세대수","3"
"2014","서울특별시 서초구","인도","외국인주민세대수","2"
"2014","서울특별시 서초구","아르헨티나","외국인주민세대수","1"
"2013","서울특별시 서초구","필리핀","외국인주민세대수","21"
"2013","서울특별시 서초구","중국","외국인주민세대수","193"
"2013","서울특별시 서초구","방글라데시","외국인주민세대수","2"
"2013","서울특별시 서초구","아일랜드","외국인주민세대수","2"
"2013","서울특별시 서초구","러시아(연방)","외국인주민세대수","12"
"2013","서울특별시 서초구","뉴질랜드","외국인주민세대수","3"
"2013","서울특별시 서초구","싱가포르","외국인주민세대수","1"
"2013","서울특별시 서초구","나이지리아","외국인주민세대수","1"
"2014","서울특별시 강남구","무국적","외국인주민세대수","40"
"2014","서울특별시 강남구","타이완","외국인주민세대수","34"
"2014","서울특별시 강남구","몽골","외국인주민세대수","5"
"2014","서울특별시 강남구","중국(한국계)","외국인주민세대수","369"
"2014","서울특별시 강남구","캄보디아","외국인주민세대수","14"
"2014","서울특별시 강남구","아일랜드","외국인주민세대수","4"
"2014","서울특별시 강남구","라오스","외국인주민세대수","1"
"2014","서울특별시 강남구","스리랑카","외국인주민세대수","1"
"2013","서울특별시 강남구","베트남","외국인주민세대수","47"
"2013","서울특별시 강남구","몽골","외국인주민세대수","4"
"2013","서울특별시 강남구","러시아(연방)","외국인주민세대수","15"
"2013","서울특별시 강남구","타이완","외국인주민세대수","35"
"2013","서울특별시 강남구","싱가포르","외국인주민세대수","1"
"2013","서울특별시 강남구","방글라데시","외국인주민세대수","1"
"2013","서울특별시 강남구","라오스","외국인주민세대수","1"
"2012","서울특별시 강남구","러시아(연방)","외국인주민세대수","16"
"2012","서울특별시 강남구","베트남","외국인주민세대수","49"
"2012","서울특별시 강남구","영국","외국인주민세대수","10"
"2013","서울특별시 강남구","남아프리카공화국","외국인주민세대수","1"
"2012","서울특별시 강남구","프랑스","외국인주민세대수","9"
"2013","서울특별시 강남구","스리랑카","외국인주민세대수","1"
"2012","서울특별시 강남구","인도","외국인주민세대수","2"
"2012","서울특별시 강남구","홍콩","외국인주민세대수","5"
"2012","서울특별시 강남구","통가","외국인주민세대수","1"
"2012","서울특별시 강남구","스위스","외국인주민세대수","2"
"2012","서울특별시 강남구","스리랑카","외국인주민세대수","1"
"2015","서울특별시 송파구","미국","외국인주민세대수","64"
"2015","서울특별시 은평구","과테말라","외국인주민세대수","1"
"2015","서울특별시 은평구","미국","외국인주민세대수","43"
"2015","서울특별시 은평구","오스트레일리아","외국인주민세대수","5"
"2015","서울특별시 은평구","중국","외국인주민세대수","674"
"2015","서울특별시 은평구","홍콩","외국인주민세대수","5"
"2015","서울특별시 동대문구","몽골","외국인주민세대수","50"
"2015","서울특별시 중랑구","캐나다","외국인주민세대수","13"
"2015","서울특별시 강북구","타이","외국인주민세대수","24"
"2015","서울특별시 강북구","필리핀","외국인주민세대수","78"
"2015","서울특별시 강서구","미국","외국인주민세대수","33"
"2015","서울특별시 강서구","우즈베키스탄","외국인주민세대수","30"
"2015","서울특별시 서초구","홍콩","외국인주민세대수","4"
"2015","서울특별시 중랑구","방글라데시","외국인주민세대수","12"
"2015","서울특별시 중랑구","영국","외국인주민세대수","7"
"2015","서울특별시 은평구","인도네시아","외국인주민세대수","10"
"2015","서울특별시 강북구","네팔","외국인주민세대수","6"
"2015","서울특별시 송파구","몽골","외국인주민세대수","22"
"2015","서울특별시 은평구","말레이시아","외국인주민세대수","6"
"2015","서울특별시 서초구","무국적","외국인주민세대수","3"
"2015","서울특별시 동대문구","러시아(연방)","외국인주민세대수","10"
"2015","서울특별시 동대문구","오스트레일리아","외국인주민세대수","4"
"2015","서울특별시 서초구","인도","외국인주민세대수","4"
"2015","서울특별시 강서구","미얀마","외국인주민세대수","1"
"2015","서울특별시 강북구","홍콩","외국인주민세대수","2"
"2015","서울특별시 송파구","인도","외국인주민세대수","4"
"2015","서울특별시 은평구","방글라데시","외국인주민세대수","3"
"2015","서울특별시 동대문구","이탈리아","외국인주민세대수","1"
"2015","서울특별시 동대문구","프랑스","외국인주민세대수","3"
"2015","서울특별시 중랑구","이탈리아","외국인주민세대수","1"
"2015","서울특별시 송파구","싱가포르","외국인주민세대수","2"
"2015","서울특별시 서초구","슬로베니아","외국인주민세대수","1"
"2015","서울특별시 광진구","몽골","외국인주민세대수","32"
"2015","서울특별시 광진구","미국","외국인주민세대수","41"
"2015","서울특별시 광진구","방글라데시","외국인주민세대수","8"
"2015","서울특별시 광진구","우즈베키스탄","외국인주민세대수","14"
"2015","서울특별시 중랑구","벨기에","외국인주민세대수","1"
"2015","서울특별시 강북구","그리스","외국인주민세대수","1"
"2015","서울특별시 은평구","네덜란드","외국인주민세대수","2"
"2015","서울특별시 은평구","스리랑카","외국인주민세대수","2"
"2015","서울특별시 강서구","프랑스","외국인주민세대수","6"
"2015","서울특별시 강북구","볼리비아","외국인주민세대수","1"
"2015","서울특별시 강서구","카자흐스탄","외국인주민세대수","3"
"2015","서울특별시 성북구","우즈베키스탄","외국인주민세대수","22"
"2015","서울특별시 성북구","키르기스스탄","외국인주민세대수","4"
"2015","서울특별시 성북구","남아프리카공화국","외국인주민세대수","1"
"2015","서울특별시 성북구","독일","외국인주민세대수","4"
"2015","서울특별시 도봉구","멕시코","외국인주민세대수","4"
"2015","서울특별시 도봉구","타이","외국인주민세대수","15"
"2015","서울특별시 마포구","말레이시아","외국인주민세대수","7"
"2015","서울특별시 마포구","멕시코","외국인주민세대수","4"
"2015","서울특별시 성북구","카메룬","외국인주민세대수","1"
"2015","서울특별시 성동구","필리핀","외국인주민세대수","67"
"2015","서울특별시 노원구","중국","외국인주민세대수","470"
"2015","서울특별시 노원구","캄보디아","외국인주민세대수","24"
"2015","서울특별시 노원구","르완다","외국인주민세대수","1"
"2015","서울특별시 양천구","무국적","외국인주민세대수","1"
"2015","서울특별시 노원구","영국","외국인주민세대수","5"
"2015","서울특별시 마포구","캐나다","외국인주민세대수","22"
"2015","서울특별시 마포구","무국적","외국인주민세대수","19"
"2015","서울특별시 마포구","아일랜드","외국인주민세대수","4"
"2015","서울특별시 용산구","뉴질랜드","외국인주민세대수","11"
"2015","서울특별시 용산구","요르단","외국인주민세대수","2"
"2015","서울특별시 용산구","일본","외국인주민세대수","184"
"2015","서울특별시 용산구","필리핀","외국인주민세대수","91"
"2015","서울특별시 성북구","러시아(한국계)","외국인주민세대수","2"
"2015","서울특별시 노원구","키르기스스탄","외국인주민세대수","3"
"2015","서울특별시 노원구","방글라데시","외국인주민세대수","5"
"2015","서울특별시 용산구","스위스","외국인주민세대수","4"
"2015","서울특별시 영등포구","베트남","외국인주민세대수","200"
"2015","서울특별시 용산구","가나","외국인주민세대수","2"
"2015","서울특별시 용산구","페루","외국인주민세대수","4"
"2015","서울특별시 영등포구","이집트","외국인주민세대수","1"
"2015","서울특별시 중구","러시아(연방)","외국인주민세대수","11"
"2015","서울특별시 중구","중국","외국인주민세대수","327"
"2015","서울특별시 영등포구","방글라데시","외국인주민세대수","4"
"2015","서울특별시 영등포구","아일랜드","외국인주민세대수","3"
"2015","서울특별시 구로구","타이","외국인주민세대수","21"
"2015","서울특별시 용산구","파라과이","외국인주민세대수","2"
"2015","서울특별시 송파구","네팔","외국인주민세대수","3"
"2015","서울특별시 구로구","무국적","외국인주민세대수","3"
"2015","서울특별시 송파구","칠레","외국인주민세대수","1"
"2015","서울특별시 구로구","터키","외국인주민세대수","4"
"2015","서울특별시 중구","뉴질랜드","외국인주민세대수","1"
"2015","서울특별시 구로구","몽골","외국인주민세대수","11"
"2015","서울특별시 구로구","라오스","외국인주민세대수","1"
"2015","서울특별시 노원구","이란","외국인주민세대수","2"
"2015","서울특별시 종로구","스리랑카","외국인주민세대수","1"
"2015","서울특별시 종로구","뉴질랜드","외국인주민세대수","2"
"2015","서울특별시 종로구","스위스","외국인주민세대수","1"
"2015","서울특별시 종로구","헝가리","외국인주민세대수","1"
"2015","서울특별시 광진구","나이지리아","외국인주민세대수","4"
"2015","서울특별시 강동구","러시아(연방)","외국인주민세대수","8"
"2015","서울특별시 강동구","몽골","외국인주민세대수","30"
"2015","서울특별시 강동구","우즈베키스탄","외국인주민세대수","17"
"2015","서울특별시 강동구","캄보디아","외국인주민세대수","19"
"2015","서울특별시 금천구","베트남","외국인주민세대수","230"
"2015","서울특별시 금천구","캄보디아","외국인주민세대수","24"
"2015","서울특별시 금천구","필리핀","외국인주민세대수","73"
"2015","서울특별시 금천구","중국(한국계)","외국인주민세대수","3165"
"2015","서울특별시 동작구","베트남","외국인주민세대수","164"
"2015","서울특별시 동작구","캐나다","외국인주민세대수","17"
"2015","서울특별시 동작구","필리핀","외국인주민세대수","49"
"2015","서울특별시 관악구","남아프리카공화국","외국인주민세대수","1"
"2015","서울특별시 관악구","캐나다","외국인주민세대수","14"
"2015","서울특별시 영등포구","터키","외국인주민세대수","1"
"2015","서울특별시 강남구","터키","외국인주민세대수","4"
"2015","서울특별시 관악구","독일","외국인주민세대수","6"
"2015","서울특별시 은평구","우크라이나","외국인주민세대수","1"
"2015","서울특별시 관악구","무국적","외국인주민세대수","5"
"2015","서울특별시 관악구","이란","외국인주민세대수","2"
"2015","서울특별시 관악구","이탈리아","외국인주민세대수","1"
"2015","서울특별시 관악구","아일랜드","외국인주민세대수","1"
"2015","서울특별시 서대문구","베트남","외국인주민세대수","147"
"2015","서울특별시 서대문구","방글라데시","외국인주민세대수","2"
"2015","서울특별시 서대문구","타이완","외국인주민세대수","118"
"2015","서울특별시 서대문구","키르기스스탄","외국인주민세대수","1"
"2015","서울특별시 강남구","러시아(연방)","외국인주민세대수","17"
"2015","서울특별시 광진구","싱가포르","외국인주민세대수","1"
"2015","서울특별시 광진구","인도","외국인주민세대수","3"
"2015","서울특별시 광진구","독일","외국인주민세대수","1"
"2015","서울특별시 강서구","나이지리아","외국인주민세대수","2"
"2015","서울특별시 광진구","헝가리","외국인주민세대수","2"
"2015","서울특별시 광진구","스리랑카","외국인주민세대수","1"
"2015","서울특별시 강남구","체코","외국인주민세대수","1"
"2015","서울특별시 강남구","영국외지민","외국인주민세대수","2"
"2012","서울특별시 종로구","스위스","외국인주민세대수","3"
"2012","서울특별시 종로구","필리핀","외국인주민세대수","23"
"2012","서울특별시 종로구","방글라데시","외국인주민세대수","6"
"2012","서울특별시 종로구","캄보디아","외국인주민세대수","5"
"2012","서울특별시 종로구","오스트레일리아","외국인주민세대수","5"
"2014","서울특별시 종로구","무국적","외국인주민세대수","7"
"2014","서울특별시 종로구","이탈리아","외국인주민세대수","1"
"2014","서울특별시 종로구","뉴질랜드","외국인주민세대수","1"
"2013","서울특별시 종로구","몽골","외국인주민세대수","18"
"2013","서울특별시 종로구","네팔","외국인주민세대수","30"
"2013","서울특별시 종로구","오스트레일리아","외국인주민세대수","4"
"2013","서울특별시 종로구","이탈리아","외국인주민세대수","1"
"2013","서울특별시 종로구","키르기스스탄","외국인주민세대수","1"
"2013","서울특별시 종로구","캄보디아","외국인주민세대수","5"
"2013","서울특별시 중구","캐나다","외국인주민세대수","6"
"2013","서울특별시 중구","베트남","외국인주민세대수","90"
"2013","서울특별시 중구","필리핀","외국인주민세대수","21"
"2013","서울특별시 중구","방글라데시","외국인주민세대수","3"
"2013","서울특별시 중구","카자흐스탄","외국인주민세대수","5"
"2013","서울특별시 중구","키르기스스탄","외국인주민세대수","2"
"2013","서울특별시 중구","러시아(한국계)","외국인주민세대수","1"
"2012","서울특별시 중구","중국(한국계)","외국인주민세대수","696"
"2012","서울특별시 중구","중국","외국인주민세대수","261"
"2014","서울특별시 중구","러시아(연방)","외국인주민세대수","11"
"2014","서울특별시 중구","모로코","외국인주민세대수","2"
"2014","서울특별시 중구","파키스탄","외국인주민세대수","3"
"2014","서울특별시 중구","말레이시아","외국인주민세대수","2"
"2012","서울특별시 중구","브라질","외국인주민세대수","1"
"2012","서울특별시 중구","뉴질랜드","외국인주민세대수","2"
"2012","서울특별시 중구","영국","외국인주민세대수","4"
"2014","서울특별시 중구","홍콩","외국인주민세대수","3"
"2014","서울특별시 중구","이란","외국인주민세대수","1"
"2012","서울특별시 용산구","뉴질랜드","외국인주민세대수","12"
"2012","서울특별시 용산구","방글라데시","외국인주민세대수","10"
"2012","서울특별시 용산구","벨로루시","외국인주민세대수","2"
"2012","서울특별시 용산구","영국","외국인주민세대수","39"
"2012","서울특별시 용산구","타이","외국인주민세대수","16"
"2012","서울특별시 용산구","프랑스","외국인주민세대수","13"
"2012","서울특별시 용산구","오스트리아","외국인주민세대수","2"
"2012","서울특별시 용산구","키르기스스탄","외국인주민세대수","4"
"2012","서울특별시 용산구","튀니지","외국인주민세대수","1"
"2012","서울특별시 용산구","독일","외국인주민세대수","8"
"2012","서울특별시 용산구","아이슬란드","외국인주민세대수","1"
"2014","서울특별시 용산구","타이완","외국인주민세대수","28"
"2014","서울특별시 용산구","남아프리카공화국","외국인주민세대수","4"
"2013","서울특별시 용산구","러시아(한국계)","외국인주민세대수","2"
"2013","서울특별시 용산구","중국","외국인주민세대수","290"
"2013","서울특별시 용산구","요르단","외국인주민세대수","1"
"2014","서울특별시 용산구","콜롬비아","외국인주민세대수","2"
"2014","서울특별시 용산구","캄보디아","외국인주민세대수","6"
"2014","서울특별시 용산구","이탈리아","외국인주민세대수","6"
"2014","서울특별시 용산구","스페인","외국인주민세대수","2"
"2013","서울특별시 용산구","쿠바","외국인주민세대수","1"
"2013","서울특별시 용산구","우루과이","외국인주민세대수","1"
"2014","서울특별시 성동구","키르기스스탄","외국인주민세대수","4"
"2014","서울특별시 성동구","캐나다","외국인주민세대수","16"
"2012","서울특별시 성동구","중국","외국인주민세대수","502"
"2012","서울특별시 성동구","캄보디아","외국인주민세대수","11"
"2012","서울특별시 성동구","멕시코","외국인주민세대수","1"
"2013","서울특별시 성동구","중국(한국계)","외국인주민세대수","936"
"2013","서울특별시 성동구","나이지리아","외국인주민세대수","1"
"2013","서울특별시 성동구","러시아(한국계)","외국인주민세대수","1"
"2012","서울특별시 성동구","우크라이나","외국인주민세대수","1"
"2013","서울특별시 동대문구","캄보디아","외국인주민세대수","14"
"2013","서울특별시 동대문구","카자흐스탄","외국인주민세대수","5"
"2013","서울특별시 광진구","캄보디아","외국인주민세대수","11"
"2013","서울특별시 광진구","우즈베키스탄","외국인주민세대수","13"
"2013","서울특별시 광진구","베트남","외국인주민세대수","169"
"2013","서울특별시 광진구","벨기에","외국인주민세대수","1"
"2013","서울특별시 광진구","러시아(한국계)","외국인주민세대수","3"
"2013","서울특별시 광진구","나이지리아","외국인주민세대수","1"
"2012","서울특별시 광진구","터키","외국인주민세대수","2"
"2012","서울특별시 광진구","중국(한국계)","외국인주민세대수","1974"
"2012","서울특별시 광진구","헝가리","외국인주민세대수","2"
"2012","서울특별시 동대문구","몽골","외국인주민세대수","42"
"2012","서울특별시 동대문구","러시아(연방)","외국인주민세대수","8"
"2012","서울특별시 광진구","우크라이나","외국인주민세대수","1"
"2012","서울특별시 동대문구","키르기스스탄","외국인주민세대수","4"
"2014","서울특별시 광진구","말레이시아","외국인주민세대수","1"
"2012","서울특별시 광진구","러시아(한국계)","외국인주민세대수","3"
"2012","서울특별시 광진구","인도","외국인주민세대수","2"
"2012","서울특별시 광진구","프랑스","외국인주민세대수","2"
"2012","서울특별시 동대문구","싱가포르","외국인주민세대수","1"
"2012","서울특별시 동대문구","카자흐스탄","외국인주민세대수","3"
"2014","서울특별시 광진구","카자흐스탄","외국인주민세대수","1"
"2012","서울특별시 동대문구","멕시코","외국인주민세대수","2"
"2012","서울특별시 동대문구","러시아(한국계)","외국인주민세대수","1"
"2014","서울특별시 동대문구","일본","외국인주민세대수","103"
"2014","서울특별시 동대문구","몽골","외국인주민세대수","49"
"2014","서울특별시 동대문구","미국","외국인주민세대수","26"
"2014","서울특별시 동대문구","캄보디아","외국인주민세대수","20"
"2014","서울특별시 동대문구","프랑스","외국인주민세대수","3"
"2014","서울특별시 동대문구","무국적","외국인주민세대수","13"
"2014","서울특별시 동대문구","폴란드","외국인주민세대수","1"
"2013","서울특별시 동대문구","인도","외국인주민세대수","3"
"2013","서울특별시 동대문구","키르기스스탄","외국인주민세대수","5"
"2013","서울특별시 동대문구","이라크","외국인주민세대수","1"
"2012","서울특별시 성북구","러시아(연방)","외국인주민세대수","20"
"2012","서울특별시 성북구","캄보디아","외국인주민세대수","22"
"2012","서울특별시 성북구","파키스탄","외국인주민세대수","10"
"2012","서울특별시 성북구","아일랜드","외국인주민세대수","1"
"2012","서울특별시 중랑구","중국(한국계)","외국인주민세대수","983"
"2012","서울특별시 중랑구","베트남","외국인주민세대수","299"
"2012","서울특별시 중랑구","우즈베키스탄","외국인주민세대수","15"
"2013","서울특별시 중랑구","스위스","외국인주민세대수","1"
"2013","서울특별시 중랑구","남아프리카공화국","외국인주민세대수","2"
"2012","서울특별시 중랑구","남아프리카공화국","외국인주민세대수","1"
"2012","서울특별시 중랑구","이탈리아","외국인주민세대수","1"
"2012","서울특별시 중랑구","나이지리아","외국인주민세대수","2"
"2013","서울특별시 중랑구","폴란드","외국인주민세대수","1"
"2013","서울특별시 중랑구","프랑스","외국인주민세대수","1"
"2013","서울특별시 성북구","중국(한국계)","외국인주민세대수","739"
"2013","서울특별시 성북구","러시아(연방)","외국인주민세대수","19"
"2013","서울특별시 성북구","네팔","외국인주민세대수","8"
"2013","서울특별시 성북구","타이","외국인주민세대수","16"
"2013","서울특별시 성북구","키르기스스탄","외국인주민세대수","9"
"2013","서울특별시 성북구","독일","외국인주민세대수","4"
"2012","서울특별시 성북구","나이지리아","외국인주민세대수","1"
"2014","서울특별시 성북구","러시아(연방)","외국인주민세대수","18"
"2012","서울특별시 강북구","프랑스","외국인주민세대수","1"
"2012","서울특별시 강북구","필리핀","외국인주민세대수","66"
"2012","서울특별시 강북구","러시아(연방)","외국인주민세대수","8"
"2012","서울특별시 강북구","네팔","외국인주민세대수","6"
"2012","서울특별시 강북구","방글라데시","외국인주민세대수","3"
"2013","서울특별시 강북구","아일랜드","외국인주민세대수","1"
"2013","서울특별시 강북구","홍콩","외국인주민세대수","2"
"2013","서울특별시 강북구","루마니아","외국인주민세대수","1"
"2013","서울특별시 강북구","우즈베키스탄","외국인주민세대수","10"
"2013","서울특별시 강북구","프랑스","외국인주민세대수","2"
"2013","서울특별시 강북구","방글라데시","외국인주민세대수","2"
"2013","서울특별시 강북구","이란","외국인주민세대수","2"
"2014","서울특별시 강북구","스리랑카","외국인주민세대수","1"
"2014","서울특별시 강북구","프랑스","외국인주민세대수","1"
"2014","서울특별시 강북구","알제리","외국인주민세대수","1"
"2013","서울특별시 강북구","볼리비아","외국인주민세대수","1"
